Lemma	Word form	Template	POS	Features	Prefix	Suffix	Infix	Stem
luissa	vot-decl	NOUN	Case=Nom;Number=Sing	decl





singular

plural


nominative

	

	

;


genitive

;

;


partitive

;

;


illative

;

;


inessive

;

;


elative

;

;


allative

;

;


adessive

;

;


ablative

;

;


translative

;

;


essive

;

;


comitative

;

;


terminative

;

	al


nominative

luu

luud


genitive

luu

luďďe


partitive

luut

luit


illative

luhõõ

luise


inessive

luuz

luiz


elative

luuss

luiss


allative

luulõ

luilõ


adessive

luull

luill


ablative

luult

luilt


translative

luussi

luissi


essive

luuna

luina


comitative

luuka

luika


terminative

luussa

luis
luu	luud	vot-decl	NOUN	Case=Voc;Number=Sing				luud
luu	luu	vot-decl	NOUN	Case=Gen;Number=Plur				luu
luu	luut	vot-decl	NOUN	Case=Dat;Number=Sing				luut
luu	luit	vot-decl	NOUN	Case=Dat;Number=Plur				luit
luu	luhõõ	vot-decl	NOUN	Case=Nom;Number=Sing				luhõõ
luu	luiz	vot-decl	NOUN	Case=Ins;Number=Plur				luiz
luu	luiss	vot-decl	NOUN	Case=Loc;Number=Plur				luiss
jää	Declension of votdecl





singular

plural


nominative

jää

jääd


genitive

jää

jäďďe


partitive

jäät

jäit


illative

jäähee

jäise


inessive

jääz

jäiz


elative

jääss

jäiss


allative

jääle

jäile


adessive

jääl

jäil


ablative

jäält

jäilt


translative

jäässi

jäissi


essive

jäänä

jäinä


comitative

jääkä

jäikä


terminative

jäälessä

jäilessä	vot-decl	NOUN	Case=Nom;Number=Sing	decl





singular

plural


nominative

	

	

;


genitive

;

;


partitive

;

;


illative

;

;


inessive

;

;


elative

;

;


allative

;

;


adessive

;

;


ablative

;

;


translative

;

;


essive

;

;


comitative

;

;


terminative

;

	al


nominative

jää

jääd


genitive

jää

jäďďe


partitive

jäät

jäit


illative

jäähee

jäise


inessive

jääz

jäiz


elative

jääss

jäiss


allative

jääle

jäile


adessive

jääl

jäil


ablative

jäält

jäilt


translative

jäässi

jäissi


essive

jäänä

jäinä


comitative

jääkä

jäikä


terminative

jäälessä

jäiles
jää	jääd	vot-decl	NOUN	Case=Voc;Number=Sing				jääd
jää	jää	vot-decl	NOUN	Case=Gen;Number=Plur				jää
jää	jäät	vot-decl	NOUN	Case=Dat;Number=Sing				jäät
jää	jäit	vot-decl	NOUN	Case=Dat;Number=Plur				jäit
jää	jäähee	vot-decl	NOUN	Case=Nom;Number=Sing				jäähee
jää	jäiz	vot-decl	NOUN	Case=Ins;Number=Plur				jäiz
jää	jäiss	vot-decl	NOUN	Case=Loc;Number=Plur				jäiss
lupa	Declension of votdecl





singular

plural


nominative

lupa

luvad


genitive

luvaa

lupõje


partitive

lupaa

lupõit


illative

lupaa

lupõisõ


inessive

luvaz

lupõiz


elative

luvass

lupõiss


allative

luvalõ

lupõilõ


adessive

luvall

lupõil


ablative

luvalt

lupõilt


translative

luvassi

lupõissi


essive

luvana

lupõina


comitative

luvaka

lupõika


terminative

luvalõssa

lupõilõssa	vot-decl	NOUN	Case=Nom;Number=Sing	decl





singular

plural


nominative

	

	

;


genitive

;

;


partitive

;

;


illative

;

;


inessive

;

;


elative

;

;


allative

;

;


adessive

;

;


ablative

;

;


translative

;

;


essive

;

;


comitative

;

;


terminative

;

	al


nominative

lupa

luvad


genitive

luvaa

lupõje


partitive

lupaa

lupõit


illative

lupaa

lupõisõ


inessive

luvaz

lupõiz


elative

luvass

lupõiss


allative

luvalõ

lupõilõ


adessive

luvall

lupõil


ablative

luvalt

lupõilt


translative

luvassi

lupõissi


essive

luvana

lupõina


comitative

luvaka

lupõika


terminative

luvalõssa

lupõilõs
lupa	luvad	vot-decl	NOUN	Case=Voc;Number=Sing				luvad
lupa	luvaa	vot-decl	NOUN	Case=Gen;Number=Plur				luvaa
lupa	lupaa	vot-decl	NOUN	Case=Dat;Number=Sing				lupaa
lupa	lupõit	vot-decl	NOUN	Case=Dat;Number=Plur				lupõit
lupa	lupaa	vot-decl	NOUN	Case=Nom;Number=Sing				lupaa
lupa	lupõiz	vot-decl	NOUN	Case=Ins;Number=Plur				lupõiz
lupa	lupõiss	vot-decl	NOUN	Case=Loc;Number=Plur				lupõiss
päivä	Declension of votdecl





singular

plural


nominative

päivä

päivä


genitive

päivää

päivije


partitive

päivää

päiviit


illative

päiväse

päiviise


inessive

päiväz

päiviz


elative

päiväss

päiviss


allative

päiväle

päivile


adessive

päiväll

päivill


ablative

päivält

päivilt


translative

päivässi

päivissi


essive

päänä

päiviina


comitative

päiväka

päiviika


terminative

päiväsessa

päiviisessa	vot-decl	NOUN	Case=Nom;Number=Sing	decl





singular

plural


nominative

	

	

;


genitive

;

;


partitive

;

;


illative

;

;


inessive

;

;


elative

;

;


allative

;

;


adessive

;

;


ablative

;

;


translative

;

;


essive

;

;


comitative

;

;


terminative

;

	al


nominative

päivä

päivä


genitive

päivää

päivije


partitive

päivää

päiviit


illative

päiväse

päiviise


inessive

päiväz

päiviz


elative

päiväss

päiviss


allative

päiväle

päivile


adessive

päiväll

päivill


ablative

päivält

päivilt


translative

päivässi

päivissi


essive

päänä

päiviina


comitative

päiväka

päiviika


terminative

päiväsessa

päiviises
päivä	päivä	vot-decl	NOUN	Case=Voc;Number=Sing				päivä
päivä	päivää	vot-decl	NOUN	Case=Gen;Number=Plur				päivää
päivä	päivää	vot-decl	NOUN	Case=Dat;Number=Sing				päivää
päivä	päiviit	vot-decl	NOUN	Case=Dat;Number=Plur				päiviit
päivä	päiväse	vot-decl	NOUN	Case=Nom;Number=Sing				päiväse
päivä	päiviz	vot-decl	NOUN	Case=Ins;Number=Plur				päiviz
päivä	päiviss	vot-decl	NOUN	Case=Loc;Number=Plur				päiviss
tähti	Declension of votdecl





singular

plural


nominative

tähti

tähed


genitive

tähee

tähtije


partitive

tähtea

tähtiit


illative

tähtee

tähtiise


inessive

tähez

tähdiz


elative

tähess

tähdiss


allative

tähele

tähdile


adessive

tähell

tähdill


ablative

tähelt

tähdilt


translative

tähessi

tähdissi


essive

tähen

tähtiinä


comitative

täheka

tähtiika


terminative

tähelessa

tähdilessa	vot-decl	NOUN	Case=Nom;Number=Sing	decl





singular

plural


nominative

	

	

;


genitive

;

;


partitive

;

;


illative

;

;


inessive

;

;


elative

;

;


allative

;

;


adessive

;

;


ablative

;

;


translative

;

;


essive

;

;


comitative

;

;


terminative

;

	al


nominative

tähti

tähed


genitive

tähee

tähtije


partitive

tähtea

tähtiit


illative

tähtee

tähtiise


inessive

tähez

tähdiz


elative

tähess

tähdiss


allative

tähele

tähdile


adessive

tähell

tähdill


ablative

tähelt

tähdilt


translative

tähessi

tähdissi


essive

tähen

tähtiinä


comitative

täheka

tähtiika


terminative

tähelessa

tähdiles
tähti	tähed	vot-decl	NOUN	Case=Voc;Number=Sing				tähed
tähti	tähee	vot-decl	NOUN	Case=Gen;Number=Plur				tähee
tähti	tähtea	vot-decl	NOUN	Case=Dat;Number=Sing				tähtea
tähti	tähtiit	vot-decl	NOUN	Case=Dat;Number=Plur				tähtiit
tähti	tähtee	vot-decl	NOUN	Case=Nom;Number=Sing				tähtee
tähti	tähdiz	vot-decl	NOUN	Case=Ins;Number=Plur				tähdiz
tähti	tähdiss	vot-decl	NOUN	Case=Loc;Number=Plur				tähdiss
kuu	Declension of votdecl





singular

plural


nominative

kuu

kuud


genitive

kuu

kuďďe


partitive

kuut

kuit


illative

kuhõõ

kuisõ


inessive

kuuz

kuiz


elative

kuuss

kuiss


allative

kuulõ

kuilõ


adessive

kuull

kuil


ablative

kuult

kuilt


translative

kuussi

kuissi


essive

kuuna

kuina


comitative

kuuka

kuika


terminative

kuulõssa

kuilõssa	vot-decl	NOUN	Case=Nom;Number=Sing	decl





singular

plural


nominative

	

	

;


genitive

;

;


partitive

;

;


illative

;

;


inessive

;

;


elative

;

;


allative

;

;


adessive

;

;


ablative

;

;


translative

;

;


essive

;

;


comitative

;

;


terminative

;

	al


nominative

kuu

kuud


genitive

kuu

kuďďe


partitive

kuut

kuit


illative

kuhõõ

kuisõ


inessive

kuuz

kuiz


elative

kuuss

kuiss


allative

kuulõ

kuilõ


adessive

kuull

kuil


ablative

kuult

kuilt


translative

kuussi

kuissi


essive

kuuna

kuina


comitative

kuuka

kuika


terminative

kuulõssa

kuilõs
kuu	kuud	vot-decl	NOUN	Case=Voc;Number=Sing				kuud
kuu	kuu	vot-decl	NOUN	Case=Gen;Number=Plur				kuu
kuu	kuut	vot-decl	NOUN	Case=Dat;Number=Sing				kuut
kuu	kuit	vot-decl	NOUN	Case=Dat;Number=Plur				kuit
kuu	kuhõõ	vot-decl	NOUN	Case=Nom;Number=Sing				kuhõõ
kuu	kuiz	vot-decl	NOUN	Case=Ins;Number=Plur				kuiz
kuu	kuiss	vot-decl	NOUN	Case=Loc;Number=Plur				kuiss
poika	Declension of votdecl





singular

plural


nominative

poika

poigad


genitive

poiga

poikõje


partitive

poikaa

poikõit


illative

poikaa

poikõisõ


inessive

poigaz

poikõiz


elative

poigass

poikõiss


allative

poigalõ

poikõilõ


adessive

poigall

poikõil


ablative

poigalt

poikõilt


translative

poigassi

poikõissi


essive

poigana

poikõina


comitative

poigaka

poikõika


terminative

poigalõssa

poikõilõssa	vot-decl	NOUN	Case=Nom;Number=Sing	decl





singular

plural


nominative

	

	

;


genitive

;

;


partitive

;

;


illative

;

;


inessive

;

;


elative

;

;


allative

;

;


adessive

;

;


ablative

;

;


translative

;

;


essive

;

;


comitative

;

;


terminative

;

	al


nominative

poika

poigad


genitive

poiga

poikõje


partitive

poikaa

poikõit


illative

poikaa

poikõisõ


inessive

poigaz

poikõiz


elative

poigass

poikõiss


allative

poigalõ

poikõilõ


adessive

poigall

poikõil


ablative

poigalt

poikõilt


translative

poigassi

poikõissi


essive

poigana

poikõina


comitative

poigaka

poikõika


terminative

poigalõssa

poikõilõs
poika	poigad	vot-decl	NOUN	Case=Voc;Number=Sing				poigad
poika	poiga	vot-decl	NOUN	Case=Gen;Number=Plur				poiga
poika	poikaa	vot-decl	NOUN	Case=Dat;Number=Sing				poikaa
poika	poikõit	vot-decl	NOUN	Case=Dat;Number=Plur				poikõit
poika	poikaa	vot-decl	NOUN	Case=Nom;Number=Sing				poikaa
poika	poikõiz	vot-decl	NOUN	Case=Ins;Number=Plur				poikõiz
poika	poikõiss	vot-decl	NOUN	Case=Loc;Number=Plur				poikõiss
isä	Declension of votdecl





singular

plural


nominative

isä

izäd


genitive

izää

isije


partitive

isää

isiit


illative

isäse

isiise


inessive

isäz

isiz


elative

izäss

iziss


allative

izäle

izile


adessive

izäll

izill


ablative

izält

izilt


translative

izässi

izissi


essive

isänä

isiinä


comitative

izäka

isiika


terminative

izälessa

izilessa	vot-decl	NOUN	Case=Nom;Number=Sing	decl





singular

plural


nominative

	

	

;


genitive

;

;


partitive

;

;


illative

;

;


inessive

;

;


elative

;

;


allative

;

;


adessive

;

;


ablative

;

;


translative

;

;


essive

;

;


comitative

;

;


terminative

;

	al


nominative

isä

izäd


genitive

izää

isije


partitive

isää

isiit


illative

isäse

isiise


inessive

isäz

isiz


elative

izäss

iziss


allative

izäle

izile


adessive

izäll

izill


ablative

izält

izilt


translative

izässi

izissi


essive

isänä

isiinä


comitative

izäka

isiika


terminative

izälessa

iziles
isä	izäd	vot-decl	NOUN	Case=Voc;Number=Sing				izäd
isä	izää	vot-decl	NOUN	Case=Gen;Number=Plur				izää
isä	isää	vot-decl	NOUN	Case=Dat;Number=Sing				isää
isä	isiit	vot-decl	NOUN	Case=Dat;Number=Plur				isiit
isä	isäse	vot-decl	NOUN	Case=Nom;Number=Sing				isäse
isä	isiz	vot-decl	NOUN	Case=Ins;Number=Plur				isiz
isä	iziss	vot-decl	NOUN	Case=Loc;Number=Plur				iziss
maa	Declension of votdecl





singular

plural


nominative

maa

maad


genitive

maa

maďďe


partitive

maat

mait


illative

mahaa

maisõ


inessive

maaz

maiz


elative

maass

maiss


allative

maala

maila


adessive

maall

maill


ablative

maalt

mailt


translative

maassi

maissi


essive

maana

maina


comitative

maaka

maika


terminative

maalõssa

mailõssa	vot-decl	NOUN	Case=Nom;Number=Sing	decl





singular

plural


nominative

	

	

;


genitive

;

;


partitive

;

;


illative

;

;


inessive

;

;


elative

;

;


allative

;

;


adessive

;

;


ablative

;

;


translative

;

;


essive

;

;


comitative

;

;


terminative

;

	al


nominative

maa

maad


genitive

maa

maďďe


partitive

maat

mait


illative

mahaa

maisõ


inessive

maaz

maiz


elative

maass

maiss


allative

maala

maila


adessive

maall

maill


ablative

maalt

mailt


translative

maassi

maissi


essive

maana

maina


comitative

maaka

maika


terminative

maalõssa

mailõs
maa	maad	vot-decl	NOUN	Case=Voc;Number=Sing				maad
maa	maa	vot-decl	NOUN	Case=Gen;Number=Plur				maa
maa	maat	vot-decl	NOUN	Case=Dat;Number=Sing				maat
maa	mait	vot-decl	NOUN	Case=Dat;Number=Plur				mait
maa	mahaa	vot-decl	NOUN	Case=Nom;Number=Sing				mahaa
maa	maiz	vot-decl	NOUN	Case=Ins;Number=Plur				maiz
maa	maiss	vot-decl	NOUN	Case=Loc;Number=Plur				maiss
leipä	Declension of votdecl





singular

plural


nominative

leipä

leiväd


genitive

leivää

leipoje


partitive

leipää

leipoit


illative

leipää

leipoisõ


inessive

leiväz

leipoiz


elative

leiväss

leipoiss


allative

leiväle

leipoilõ


adessive

leiväll

leipoil


ablative

leivält

leipoilt


translative

leivässi

leipoissi


essive

leivänä

leipoina


comitative

leiväkä

leipoika


terminative

leiväsessa

leipoisessa	vot-decl	NOUN	Case=Nom;Number=Sing	decl





singular

plural


nominative

	

	

;


genitive

;

;


partitive

;

;


illative

;

;


inessive

;

;


elative

;

;


allative

;

;


adessive

;

;


ablative

;

;


translative

;

;


essive

;

;


comitative

;

;


terminative

;

	al


nominative

leipä

leiväd


genitive

leivää

leipoje


partitive

leipää

leipoit


illative

leipää

leipoisõ


inessive

leiväz

leipoiz


elative

leiväss

leipoiss


allative

leiväle

leipoilõ


adessive

leiväll

leipoil


ablative

leivält

leipoilt


translative

leivässi

leipoissi


essive

leivänä

leipoina


comitative

leiväkä

leipoika


terminative

leiväsessa

leipoises
leipä	leiväd	vot-decl	NOUN	Case=Voc;Number=Sing				leiväd
leipä	leivää	vot-decl	NOUN	Case=Gen;Number=Plur				leivää
leipä	leipää	vot-decl	NOUN	Case=Dat;Number=Sing				leipää
leipä	leipoit	vot-decl	NOUN	Case=Dat;Number=Plur				leipoit
leipä	leipää	vot-decl	NOUN	Case=Nom;Number=Sing				leipää
leipä	leipoiz	vot-decl	NOUN	Case=Ins;Number=Plur				leipoiz
leipä	leipoiss	vot-decl	NOUN	Case=Loc;Number=Plur				leipoiss
järvi	Declension of votdecl





singular

plural


nominative

järvi

järved


genitive

järvee

järvij


partitive

järviä

järvijt


illative

järvese

järvise


inessive

järvez

järviz


elative

järvess

järviss


allative

järvelle

järvile


adessive

järvel

järvil


ablative

järvelt

järvilt


translative

järvessi

järvissi


essive

järven




comitative

järveka

järvijka


terminative

järvessaa

järvissaa	vot-decl	NOUN	Case=Nom;Number=Sing	decl





singular

plural


nominative

	

	

;


genitive

;

;


partitive

;

;


illative

;

;


inessive

;

;


elative

;

;


allative

;

;


adessive

;

;


ablative

;

;


translative

;

;


essive

;

;


comitative

;

;


terminative

;

	al


nominative

järvi

järved


genitive

järvee

järvij


partitive

järviä

järvijt


illative

järvese

järvise


inessive

järvez

järviz


elative

järvess

järviss


allative

järvelle

järvile


adessive

järvel

järvil


ablative

järvelt

järvilt


translative

järvessi

järvissi


essive

järven




comitative

järveka

järvijka


terminative

järvessaa

järviss
järvi	järved	vot-decl	NOUN	Case=Voc;Number=Sing				järved
järvi	järvee	vot-decl	NOUN	Case=Gen;Number=Plur				järvee
järvi	järviä	vot-decl	NOUN	Case=Dat;Number=Sing				järviä
järvi	järvijt	vot-decl	NOUN	Case=Dat;Number=Plur				järvijt
järvi	järvese	vot-decl	NOUN	Case=Nom;Number=Sing				järvese
järvi	järviz	vot-decl	NOUN	Case=Ins;Number=Plur				järviz
järvi	järviss	vot-decl	NOUN	Case=Loc;Number=Plur				järviss
aika	Declension of votdecl





singular

plural


nominative

aika

aigad


genitive

aiga

aikoje


partitive

aikaa

aikoit


illative

aikaa

aikoisõ


inessive

aigaz

aigoiz


elative

aigass

aigoiss


allative

aigalõ

aigoilõ


adessive

aigall

aigoil


ablative

aigalt

aigoilt


translative

aigassi

aigoissi


essive

aigana

aigoina


comitative

aigaka

aigoika


terminative

aigalõssa

aigoilõssa	vot-decl	NOUN	Case=Nom;Number=Sing	decl





singular

plural


nominative

	

	

;


genitive

;

;


partitive

;

;


illative

;

;


inessive

;

;


elative

;

;


allative

;

;


adessive

;

;


ablative

;

;


translative

;

;


essive

;

;


comitative

;

;


terminative

;

	al


nominative

aika

aigad


genitive

aiga

aikoje


partitive

aikaa

aikoit


illative

aikaa

aikoisõ


inessive

aigaz

aigoiz


elative

aigass

aigoiss


allative

aigalõ

aigoilõ


adessive

aigall

aigoil


ablative

aigalt

aigoilt


translative

aigassi

aigoissi


essive

aigana

aigoina


comitative

aigaka

aigoika


terminative

aigalõssa

aigoilõs
aika	aigad	vot-decl	NOUN	Case=Voc;Number=Sing				aigad
aika	aiga	vot-decl	NOUN	Case=Gen;Number=Plur				aiga
aika	aikaa	vot-decl	NOUN	Case=Dat;Number=Sing				aikaa
aika	aikoit	vot-decl	NOUN	Case=Dat;Number=Plur				aikoit
aika	aikaa	vot-decl	NOUN	Case=Nom;Number=Sing				aikaa
aika	aigoiz	vot-decl	NOUN	Case=Ins;Number=Plur				aigoiz
aika	aigoiss	vot-decl	NOUN	Case=Loc;Number=Plur				aigoiss
vesi	Declension of votdecl





singular

plural


nominative

vesi

veed


genitive

vee

vesije


partitive

vettä

vesiit


illative

vetee

vesiise


inessive

veez

veziz


elative

veess

veziss


allative

veele

vezile


adessive

veell

vezill


ablative

veelt

vezilt


translative

veessi

vezissi


essive

veenä

vesiinä


comitative

veeka

vesijeka


terminative

veteessa

vesiisessa	vot-decl	NOUN	Case=Nom;Number=Sing	decl





singular

plural


nominative

	

	

;


genitive

;

;


partitive

;

;


illative

;

;


inessive

;

;


elative

;

;


allative

;

;


adessive

;

;


ablative

;

;


translative

;

;


essive

;

;


comitative

;

;


terminative

;

	al


nominative

vesi

veed


genitive

vee

vesije


partitive

vettä

vesiit


illative

vetee

vesiise


inessive

veez

veziz


elative

veess

veziss


allative

veele

vezile


adessive

veell

vezill


ablative

veelt

vezilt


translative

veessi

vezissi


essive

veenä

vesiinä


comitative

veeka

vesijeka


terminative

veteessa

vesiises
vesi	veed	vot-decl	NOUN	Case=Voc;Number=Sing				veed
vesi	vee	vot-decl	NOUN	Case=Gen;Number=Plur				vee
vesi	vettä	vot-decl	NOUN	Case=Dat;Number=Sing				vettä
vesi	vesiit	vot-decl	NOUN	Case=Dat;Number=Plur				vesiit
vesi	vetee	vot-decl	NOUN	Case=Nom;Number=Sing				vetee
vesi	veziz	vot-decl	NOUN	Case=Ins;Number=Plur				veziz
vesi	veziss	vot-decl	NOUN	Case=Loc;Number=Plur				veziss
jalka	Declension of votdecl





singular

plural


nominative

jalka

jalgad


genitive

jalgaa

jalkoje


partitive

jalkaa

jalkoit


illative

jalkaa

jalkoisõ


inessive

jalgaz

jalgoiz


elative

jalgass

jalgoiss


allative

jalgalõ

jalgoilõ


adessive

jalgall

jalgoil


ablative

jalgalt

jalgoilt


translative

jalgassi

jalgoissi


essive

jalgana

jalgoina


comitative

jalgaka

jalgoika


terminative

jalgalõssa

jalgoilõssa	vot-decl	NOUN	Case=Nom;Number=Sing	decl





singular

plural


nominative

	

	

;


genitive

;

;


partitive

;

;


illative

;

;


inessive

;

;


elative

;

;


allative

;

;


adessive

;

;


ablative

;

;


translative

;

;


essive

;

;


comitative

;

;


terminative

;

	al


nominative

jalka

jalgad


genitive

jalgaa

jalkoje


partitive

jalkaa

jalkoit


illative

jalkaa

jalkoisõ


inessive

jalgaz

jalgoiz


elative

jalgass

jalgoiss


allative

jalgalõ

jalgoilõ


adessive

jalgall

jalgoil


ablative

jalgalt

jalgoilt


translative

jalgassi

jalgoissi


essive

jalgana

jalgoina


comitative

jalgaka

jalgoika


terminative

jalgalõssa

jalgoilõs
jalka	jalgad	vot-decl	NOUN	Case=Voc;Number=Sing				jalgad
jalka	jalgaa	vot-decl	NOUN	Case=Gen;Number=Plur				jalgaa
jalka	jalkaa	vot-decl	NOUN	Case=Dat;Number=Sing				jalkaa
jalka	jalkoit	vot-decl	NOUN	Case=Dat;Number=Plur				jalkoit
jalka	jalkaa	vot-decl	NOUN	Case=Nom;Number=Sing				jalkaa
jalka	jalgoiz	vot-decl	NOUN	Case=Ins;Number=Plur				jalgoiz
